Date,Open,High,Low,Close,Adj. Close,Change,Volume
2019-12-13,54.64000,54.82000,53.25000,53.28000,40.97400,-2.15%,3198575
2019-12-16,53.61000,54.54000,53.51000,54.17000,41.65900,1.67%,4039972
2019-12-17,54.10000,54.74000,53.93000,54.66000,42.03600,0.90%,2665310
2019-12-18,54.36000,54.69000,53.54000,54.25000,41.72000,-0.75%,3659050
2019-12-19,54.43000,54.87000,54.06000,54.52000,41.92800,0.50%,3355670
2019-12-20,55.05000,55.25000,54.02000,54.61000,41.99700,0.17%,10475184
2019-12-23,54.49000,55.05000,54.22000,54.93000,42.24300,0.59%,2678479
2019-12-24,55.00000,55.25000,54.65000,54.90000,42.22000,-0.05%,926169
2019-12-26,54.98000,55.23000,54.52000,55.22000,42.46600,0.58%,1909555
2019-12-27,55.29000,55.55000,54.72000,54.83000,42.16700,-0.71%,1688526
2019-12-30,54.86000,55.05000,54.24000,54.34000,41.79000,-0.89%,1943330
2019-12-31,54.02000,54.78000,53.93000,54.73000,42.09000,0.72%,2145716
2020-01-02,55.23000,55.54000,53.64000,53.75000,41.33600,-1.79%,5145239
2020-01-03,53.11000,53.60000,52.41000,52.42000,40.31300,-2.47%,5004295
2020-01-06,52.32000,52.88000,52.00000,52.21000,40.15200,-0.40%,4292996
2020-01-07,52.29000,53.06500,51.99000,52.19000,40.13600,-0.04%,5122795
2020-01-08,52.41000,53.17000,51.92000,52.73000,40.55200,1.03%,3629739
2020-01-09,52.75000,53.07000,51.81000,52.19000,40.13600,-1.02%,2667816
2020-01-10,52.86000,52.87000,51.40000,51.50000,39.60600,-1.32%,3277304
2020-01-13,51.50000,52.40000,51.47000,52.35000,40.25900,1.65%,2665522
2020-01-14,52.19000,52.97000,51.95000,52.24000,40.17500,-0.21%,3689824
2020-01-15,52.19000,52.65000,51.70000,52.27000,40.19800,0.06%,2235412
2020-01-16,52.58000,52.87000,52.17000,52.48000,40.35900,0.40%,3765634
2020-01-17,52.53000,53.36000,52.42500,53.34000,41.02100,1.64%,3897498
2020-01-21,52.98000,53.15000,52.20000,52.60000,40.45200,-1.39%,4154674
2020-01-22,52.73000,52.80000,50.68200,50.87000,39.12100,-3.29%,5148811
2020-01-23,50.22000,50.75000,49.15000,50.25000,38.64400,-1.22%,5797594
2020-01-24,49.88000,50.27000,48.04000,48.49000,37.29100,-3.50%,5919307
2020-01-27,47.31000,47.58000,46.64000,47.18000,36.28300,-2.70%,4826744
2020-01-28,47.40000,47.72000,47.02000,47.16000,36.26800,-0.04%,5812835
2020-01-29,48.98000,49.95000,48.60000,49.67000,38.19800,5.32%,6827952
2020-01-30,48.31000,48.98000,47.66000,48.47000,37.27500,-2.42%,5644830
2020-01-31,47.70000,47.86500,45.92000,46.07000,35.43000,-4.95%,7532245
2020-02-03,46.31000,46.97000,45.73000,46.74000,35.94500,1.45%,6364885
2020-02-04,47.65000,48.38000,47.44000,48.05000,36.95200,2.80%,5286125
2020-02-05,48.88000,49.74000,48.52000,49.61000,38.15200,3.25%,5402675
2020-02-06,49.61000,49.66000,48.56000,49.20000,37.83700,-0.83%,5984683
2020-02-07,48.54000,48.54000,47.45000,48.03000,36.93700,-2.38%,3802057
2020-02-10,47.80000,48.72000,47.80000,48.19000,37.06000,0.33%,2488290
2020-02-11,48.54000,50.01000,48.50000,48.79000,37.52200,1.25%,3705361
2020-02-12,49.69000,50.37000,48.99000,49.38000,37.97500,1.21%,2963591
2020-02-13,48.90000,48.99000,48.02000,48.30000,37.14500,-2.19%,3302605
2020-02-14,48.51000,48.94000,48.38000,48.63000,37.39800,0.68%,3206989
2020-02-18,48.19000,48.52000,47.22900,47.74000,36.71400,-1.83%,3594317
2020-02-19,47.82000,48.29000,47.41000,47.56000,36.57600,-0.38%,5644864
2020-02-20,47.52000,48.81000,47.44000,48.76000,37.49800,2.52%,4154247
2020-02-21,48.58000,48.77000,48.08000,48.30000,37.14500,-0.94%,3972846
2020-02-24,46.61000,47.04000,45.80000,46.24000,35.56000,-4.27%,5075299
2020-02-25,46.50000,46.53500,43.58000,43.95000,33.79900,-4.95%,5528829
2020-02-26,44.45000,44.88000,43.02000,43.05000,33.10700,-2.05%,6470381
2020-02-27,41.33000,41.46000,39.50000,39.55000,30.95400,-8.13%,10007708
2020-02-28,38.12000,40.49000,38.05000,40.41000,31.62700,2.17%,10279951
2020-03-02,41.05000,41.42000,39.78000,41.42000,32.41700,2.50%,7705004
2020-03-03,41.35000,42.74400,39.74000,40.56000,31.74400,-2.08%,6763698
2020-03-04,41.45000,41.97000,40.21000,41.91000,32.80100,3.33%,4967034
2020-03-05,40.03000,40.63000,39.66000,40.10000,31.38400,-4.32%,5447351
2020-03-06,38.72000,39.69000,38.31000,38.97000,30.50000,-2.82%,6927495
2020-03-09,34.75000,34.94000,30.43000,30.53000,23.89400,-21.66%,15076868
